,t,m
AMBRA1,-0.416949655757024,-0.625424483635536
THAP4,0.416883660358023,0.625325490537034
RTCB,0.416762600807986,0.625143901211979
WRAP73,0.416562651227892,0.624843976841838
ATF6B,0.416401505094298,0.624602257641447
NSD1,-0.416330673977263,-0.624496010965894
MSANTD2,0.416293914373522,0.624440871560283
BEND3,0.416109292200475,0.624163938300712
TRAPPC2B,-0.415871573434428,-0.623807360151642
PARN,-0.415744725729878,-0.623617088594817
ARSG,-0.415558219451485,-0.623337329177228
C6orf62,-0.41546063435852,-0.62319095153778
PSMD1,0.415425761547751,0.623138642321627
GGACT,-0.415124655494424,-0.622686983241636
CLTC,-0.41500180462334,-0.62250270693501
RBM8A,-0.414938809694656,-0.622408214541984
KCND1,0.414937149686189,0.622405724529284
UBA6,0.414768888967682,0.622153333451523
OBSCN,-0.413992752359756,-0.620989128539634
ARL9,0.413827897917339,0.620741846876008
PIGB,-0.41350400750035,-0.620256011250525
SLC2A6,0.413440045296245,0.620160067944368
PALLD,-0.413092536211647,-0.619638804317471
APOC1,-0.413061011687422,-0.619591517531133
DARS,-0.413000734012773,-0.619501101019159
VSIR,-0.412902285970779,-0.619353428956169
ATP5MD,0.412815314149767,0.619222971224651
BAP18,-0.412659151760759,-0.618988727641139
TMEM268,0.412629754755806,0.618944632133709
NEURL4,0.412564504954524,0.618846757431786
B9D2,0.412400712164529,0.618601068246794
ZNF616,-0.412331471795989,-0.618497207693984
GALNT4,0.412215517224908,0.618323275837362
LIG4,-0.411927624801893,-0.617891437202839
ZMAT5,-0.411826314231679,-0.617739471347518
IFNGR2,-0.411785220187581,-0.617677830281371
CRPPA,-0.411766115071595,-0.617649172607392
USP33,0.41149331700915,0.617239975513725
TMEM14A,-0.411296210343224,-0.616944315514836
RBMX2,0.411126793692114,0.616690190538171
STS,0.410927249501385,0.616390874252078
SMAP,-0.410811826486524,-0.616217739729786
GATC,0.410659578152815,0.615989367229222
BCL2L13,0.410507809509306,0.615761714263959
LYSMD2,-0.410101279294851,-0.615151918942276
SSU72,0.409804806217426,0.614707209326139
SLC47A1,0.409746422565714,0.614619633848571
STXBP1,0.409720866759379,0.614581300139069
ZFP69B,0.409628904402118,0.614443356603177
LRRC49,-0.409447093120005,-0.614170639680008
HIRA,0.409232094996014,0.613848142494021
BHLHE40,0.40879449416525,0.613191741247875
YWHAB,-0.408675197604365,-0.613012796406547
NECTIN2,-0.408665516655953,-0.61299827498393
RAB14,-0.408641942755134,-0.612962914132701
MSL3,-0.408545775123301,-0.612818662684951
TMEM167B,-0.408488352272535,-0.612732528408803
WDR82,0.407968102874633,0.611952154311949
CCT4,0.407961185692802,0.611941778539203
DMXL1,0.407711147006991,0.611566720510487
VPS29,-0.40749845916715,-0.611247688750725
NKAP,-0.407338157627402,-0.611007236441103
SPG21,0.406576384491257,0.609864576736886
ZNF551,-0.406459158873683,-0.609688738310525
LIMS2,-0.406284417224152,-0.609426625836228
RAB5C,0.406241327171443,0.609361990757165
PARP9,-0.406120369912586,-0.609180554868879
LNX2,-0.405971573401381,-0.608957360102071
CREB3L4,0.405928572584458,0.608892858876687
DHX16,0.405905245187631,0.608857867781446
PRDM2,-0.405614526695284,-0.608421790042926
HEBP1,-0.405490233093849,-0.608235349640774
RPGRIP1L,0.405467068851932,0.608200603277898
SLC12A9,-0.405295740992163,-0.607943611488244
JMJD4,0.405272552851665,0.607908829277498
TACC2,-0.405258060454139,-0.607887090681208
CAPZA2,-0.405170647690239,-0.607755971535359
ZNF530,-0.404942011335561,-0.607413017003341
VMP1,0.404661147211154,0.606991720816731
PARP11,0.404548258023324,0.606822387034986
KYAT1,-0.404539758569975,-0.606809637854962
LIG3,0.40450758818932,0.60676138228398
CORO1A,0.404421610103257,0.606632415154886
LRRC46,-0.404395191910985,-0.606592787866478
MXRA8,0.404363163738482,0.606544745607723
DNAJB5,-0.404263102707918,-0.606394654061877
SLC38A2,0.404161721682679,0.606242582524019
FEM1A,0.403933442662717,0.605900163994076
NXN,0.403590455584399,0.605385683376598
MFSD2A,0.403551023710743,0.605326535566114
CWF19L1,0.403133709553993,0.60470056433099
ZNF687,0.403119858676765,0.604679788015147
SPSB2,0.403093352662617,0.604640028993925
ERAL1,-0.402879833692959,-0.604319750539438
JMY,-0.402684186827058,-0.604026280240587
DCPS,0.402646971363453,0.603970457045179
REEP6,0.402607446655435,0.603911169983153
NQO1,0.402594311392337,0.603891467088505
EXOSC1,0.402502508136946,0.603753762205419
TSNAX,-0.402479764280618,-0.603719646420927
HINT3,0.402375889035088,0.603563833552632
MACROD1,0.402032664875596,0.603048997313394
EXOC4,-0.401887786574112,-0.602831679861168
ZNF785,-0.401825905392875,-0.602738858089312
UBE3D,0.401802798834231,0.602704198251346
THAP3,0.401518912935688,0.602278369403532
ERBIN,0.401478754955602,0.602218132433403
WDR89,-0.401367908023996,-0.602051862035994
MIER1,-0.401313478186917,-0.601970217280375
KIAA0100,0.401277422493328,0.601916133739992
CDK2AP1,-0.401245729208191,-0.601868593812287
TNK2,0.40123403620742,0.60185105431113
KCTD14,-0.401193835198459,-0.601790752797689
HARS2,-0.40119089759438,-0.60178634639157
SLC1A5,0.400926244218317,0.601389366327476
HNRNPD,0.400889007213343,0.601333510820014
OAZ1,0.400867724296103,0.601301586444155
ZNF500,0.400846251896682,0.601269377845023
STX3,0.400764492402234,0.601146738603351
SFSWAP,0.400744037999972,0.601116056999958
TMEM14B,0.400715999079277,0.601073998618916
ANKZF1,0.400705161497332,0.601057742245998
GDI1,-0.400588766169655,-0.600883149254482
PTER,0.400293955283875,0.600440932925812
FBXO25,-0.40013322149057,-0.600199832235855
IGHMBP2,0.40005693985353,0.600085409780295
GEMIN7,-0.399517340137988,-0.599276010206982
PTCD2,0.399441434152985,0.599162151229477
INTS13,0.39942986953446,0.59914480430169
RNF40,0.399428242763598,0.599142364145397
APBB2,-0.399257870065581,-0.598886805098372
RNASEL,-0.398905330419603,-0.598357995629405
SLC9B2,-0.398864023434878,-0.598296035152317
ASB2,0.39866309145729,0.597994637185935
ZNF33B,-0.398627406902564,-0.597941110353846
SENP6,-0.398473809723259,-0.597710714584889
PAF1,0.398461659500777,0.597692489251165
C22orf39,0.398338083314328,0.597507124971492
ZNF550,0.398158769702807,0.59723815455421
SLC6A6,-0.398025118255894,-0.597037677383841
IFI35,0.39796241796216,0.59694362694324
ZC3H18,0.397907036433337,0.596860554650006
WDR81,0.397900983104988,0.596851474657482
PARK7,-0.39765691231063,-0.596485368465945
NSMCE2,0.397465543301827,0.59619831495274
RSPH9,-0.39723557275944,-0.59585335913916
PICALM,0.397136630490838,0.595704945736257
PPP2R5A,0.397128282510693,0.595692423766039
PDCD4,0.396963627388352,0.595445441082528
SHB,-0.396959747433195,-0.595439621149793
RIOK3,0.396907822920755,0.595361734381132
PBDC1,-0.396728955515095,-0.595093433272643
WDR46,0.396708556587197,0.595062834880795
MOCOS,0.396615528239221,0.594923292358832
RNF14,-0.396571371380225,-0.594857057070338
CBX1,0.396400923604764,0.594601385407146
PSEN1,-0.396366534518729,-0.594549801778093
CBWD6,0.396166011583052,0.594249017374578
NCBP1,0.395802397099051,0.593703595648577
SAMHD1,-0.395717930736595,-0.593576896104893
RPL35A,0.395259776568863,0.592889664853295
POLR3C,-0.395213467397851,-0.592820201096776
OTX1,0.395127215590686,0.592690823386029
ACP7,0.395067406105501,0.592601109158251
USP18,-0.394854163546936,-0.592281245320404
ZMAT2,-0.394845630529095,-0.592268445793642
METTL17,0.394688281000557,0.592032421500835
INTS12,-0.39449260326811,-0.591738904902165
RRAGC,-0.394103904276378,-0.591155856414567
CYP1B1,0.393939275720845,0.590908913581268
TAF6,-0.393743410670104,-0.590615116005156
THEM4,-0.39369671517109,-0.590545072756635
CDCA8,0.393314861548985,0.589972292323477
A4GALT,0.393283285657544,0.589924928486316
SNW1,-0.393093752136383,-0.589640628204575
TBC1D10B,0.39295038214476,0.58942557321714
MBOAT2,0.392564718733881,0.588847078100821
CDON,0.392488445006726,0.588732667510089
ILKAP,0.392477494816521,0.588716242224781
TM4SF18,0.391972850298576,0.587959275447864
RNASEH2C,-0.391970008716584,-0.587955013074876
PKN3,0.391949284595366,0.587923926893049
PHF19,0.391940889889228,0.587911334833842
INO80E,0.391831579660779,0.587747369491168
SRR,-0.391345958459983,-0.587018937689974
GDAP2,-0.391260065532465,-0.586890098298698
EXOC8,0.391155438487582,0.586733157731373
CS,0.391061390424784,0.586592085637176
ABHD10,-0.390574801831831,-0.585862202747746
ASH2L,0.390420636186845,0.585630954280268
USP53,-0.390392081045251,-0.585588121567877
AP4M1,0.39038504092631,0.585577561389465
CNNM4,-0.390042674559505,-0.585064011839257
THAP1,-0.389743291220781,-0.584614936831171
NLK,0.38931436989377,0.583971554840655
MRPL55,0.38878434205293,0.583176513079395
NRAS,0.388745589747102,0.583118384620653
METAP1D,-0.388686630957811,-0.583029946436716
POLE4,-0.388656232135714,-0.582984348203571
HOXB4,0.388615393644546,0.582923090466819
TSTA3,-0.388556760620537,-0.582835140930805
NSUN6,-0.388478325129067,-0.582717487693601
LAMP1,-0.388476144394867,-0.5827142165923
RPL10A,0.388372282286591,0.582558423429887
ITGB1BP1,-0.388205614683351,-0.582308422025027
NAPRT,0.387937068760925,0.581905603141388
FAM160A2,0.38776467925662,0.58164701888493
MYH14,-0.387704572901806,-0.581556859352709
KANK2,0.387572241022958,0.581358361534437
ZBTB33,0.387566999810213,0.581350499715319
G3BP1,0.387504517000371,0.581256775500556
DHX30,0.387407309391601,0.581110964087401
DGAT2,-0.387334641946377,-0.581001962919566
MLEC,0.387316854294448,0.580975281441672
SLC35B2,0.387214215901625,0.580821323852438
CSK,0.3872006348193,0.58080095222895
GNG10,0.386830347570661,0.580245521355992
OSTC,0.386569828489533,0.579854742734299
CLOCK,-0.386336608926805,-0.579504913390207
PREB,-0.385623424777815,-0.578435137166723
GMEB1,0.385515171006276,0.578272756509414
TTC7B,-0.385090804022389,-0.577636206033583
SEC16A,0.384828237927807,0.577242356891711
MEF2D,0.384291468508272,0.576437202762408
APRT,0.384265600698658,0.576398401047987
RCL1,0.384251931849546,0.576377897774319
RALA,-0.383723492191055,-0.575585238286582
LUC7L,0.383503171542975,0.575254757314462
FOXF2,-0.383463245026188,-0.575194867539282
UBE2N,0.383054514797998,0.574581772196997
NUP214,-0.383049941682418,-0.574574912523627
GALK2,0.382902332388335,0.574353498582503
JADE3,0.382775210064888,0.574162815097332
EIF5AL1,0.382617480652273,0.57392622097841
STARD10,-0.382429438077723,-0.573644157116584
ALX4,0.382283439371318,0.573425159056977
SLC25A51,-0.382165468270542,-0.573248202405813
MRPL52,0.381984131271569,0.572976196907353
ZNF749,0.381929458006696,0.572894187010044
GAS2L1,0.381706436048341,0.572559654072512
RPRD1B,-0.381330421738264,-0.571995632607396
TMC4,0.381290606086511,0.571935909129766
PTS,0.381194556408658,0.571791834612987
DUSP16,-0.381047450461272,-0.571571175691908
ABCB7,-0.381035929580243,-0.571553894370365
RNF207,0.380968736880617,0.571453105320926
SDR39U1,0.380960334881766,0.571440502322649
ZNRF1,0.380835927370623,0.571253891055934
NAA60,-0.38075974487776,-0.57113961731664
SH3BGR,0.380598105975423,0.570897158963134
SNAI1,0.38028510062,0.57042765093
KLF6,0.380208835377807,0.57031325306671
CRY1,0.380187613444627,0.570281420166941
ARHGEF28,-0.380077798514624,-0.570116697771936
OGFOD2,-0.380027766384759,-0.570041649577139
RUFY1,-0.379972020183619,-0.569958030275428
BLOC1S5,0.37997170354482,0.56995755531723
FBXW5,0.379881658720975,0.569822488081463
TUBGCP5,0.379760678610088,0.569641017915132
SKAP2,-0.37964002282333,-0.569460034234995
SLC11A2,0.379586847725859,0.569380271588788
PMF1,0.379563341677065,0.569345012515598
CCZ1,0.379555254124268,0.569332881186402
ST7L,-0.379161293103249,-0.568741939654873
ASPSCR1,0.379063087900335,0.568594631850503
FKBP15,-0.37892535182823,-0.568388027742345
MFAP1,-0.378721566550972,-0.568082349826458
C11orf49,-0.378673218693954,-0.568009828040931
TAF15,-0.377890801309639,-0.566836201964458
SCYL2,-0.37769397901016,-0.56654096851524
GMPR,-0.377434067052307,-0.566151100578461
GTF3C1,-0.377041558831522,-0.565562338247283
LY6G5B,0.376871771281502,0.565307656922253
IQCK,-0.376798826340385,-0.565198239510577
CLPTM1,0.376644579797183,0.564966869695775
IRAK3,0.376452597005711,0.564678895508566
RBBP6,0.376435648845754,0.564653473268631
OSBPL9,-0.375274211372554,-0.562911317058831
PSMD5,0.37525048041056,0.56287572061584
DDX60L,0.374871087374918,0.562306631062377
PPP1R9B,0.374815253906414,0.562222880859621
GNAO1,0.374672596151659,0.562008894227488
SF3B4,0.374662101263944,0.561993151895916
MPP6,0.374613216624676,0.561919824937014
ZNF106,0.374426248588243,0.561639372882365
YY2,0.374401975037047,0.561602962555571
SIX1,0.374322580230746,0.561483870346119
C3orf38,0.374320253793459,0.561480380690188
SMIM19,-0.374240862578176,-0.561361293867264
RBM15,-0.374160540694147,-0.56124081104122
SLC38A4,0.374137040329464,0.561205560494196
METTL8,-0.373461754351416,-0.560192631527124
SF3A2,-0.373322870048497,-0.559984305072746
NSUN4,-0.373219260609513,-0.559828890914269
CYP2S1,-0.373208875303226,-0.559813312954839
PDZD11,-0.373121322363211,-0.559681983544816
SMIM12,-0.373083156107552,-0.559624734161328
ANKRD18A,-0.373077923046593,-0.559616884569889
CANX,0.373057464197152,0.559586196295728
LYN,0.37292833772417,0.559392506586255
MMP7,0.372675508471059,0.559013262706588
HS3ST1,0.372408995769895,0.558613493654842
VPS9D1,0.372400256589642,0.558600384884463
C15orf65,-0.372396121949515,-0.558594182924272
MPC2,-0.372382964637797,-0.558574446956696
ARHGEF5,-0.372379394828853,-0.55856909224328
ZNF260,-0.372335462450979,-0.558503193676469
FNTA,0.37223003847785,0.558345057716775
ASB1,-0.372189037627824,-0.558283556441736
FLNA,0.372086779605928,0.558130169408892
TWNK,0.371880971253632,0.557821456880448
PIN1,0.371837369957912,0.557756054936868
EMB,0.371788493078997,0.557682739618495
OLA1,0.3713657823332,0.5570486734998
PDPK1,-0.371344935642291,-0.557017403463437
IGFBP2,-0.371225925863211,-0.556838888794817
USB1,0.370909508480481,0.556364262720721
MBD6,0.370202650441582,0.555303975662373
RARG,0.370189524715994,0.555284287073991
METTL14,-0.370118071691438,-0.555177107537157
TYSND1,-0.370046818508759,-0.555070227763139
ZDHHC3,0.369677007516219,0.554515511274329
ZFP90,-0.369591394810295,-0.554387092215443
MAGOH,0.369500485974917,0.554250728962375
EMP1,-0.369492760090911,-0.554239140136366
UBR2,0.368863132448339,0.553294698672508
UBB,0.36855830900293,0.552837463504395
SPRED1,0.368448921002032,0.552673381503048
PIGQ,0.368437223236952,0.552655834855428
SCG2,0.368151088837052,0.552226633255578
COX18,-0.368026900379138,-0.552040350568707
HARBI1,-0.367864476999284,-0.551796715498926
RPS27L,0.367852370531031,0.551778555796546
MTHFR,-0.367669041075245,-0.551503561612868
CPLANE2,-0.367652250840043,-0.551478376260064
ECH1,-0.367287794663119,-0.550931691994679
STK35,0.366968789563952,0.550453184345928
CHST15,0.366887018721276,0.550330528081914
CYB5R4,0.366873222013707,0.55030983302056
RAB4B,0.3668039620058,0.5502059430087
NAA38,-0.366722027279876,-0.550083040919814
ANAPC2,-0.366263710661253,-0.54939556599188
PRRT2,0.366010800154812,0.549016200232218
NDFIP2,0.365877716454977,0.548816574682466
PHTF2,-0.365782491942998,-0.548673737914497
TRIP10,-0.365721247375832,-0.548581871063748
CNKSR3,-0.365672622088217,-0.548508933132326
PLA2G6,0.365550823956149,0.548326235934224
GADD45GIP1,0.365464345386903,0.548196518080355
CDK2AP2,0.36541204126774,0.54811806190161
SAP30L,-0.365342842425942,-0.548014263638913
RHOBTB2,0.365108786991414,0.547663180487121
PGRMC1,0.364860978009639,0.547291467014459
NCKIPSD,0.364738106796715,0.547107160195072
RAB6A,-0.364678159569849,-0.547017239354774
CASD1,-0.364605586652183,-0.546908379978275
KHDC1,0.364530904463044,0.546796356694566
RCN2,-0.364512227941583,-0.546768341912375
ARSB,0.364435024399864,0.546652536599796
LIPE,-0.364358559843801,-0.546537839765701
ZBTB22,0.364149587524703,0.546224381287055
CDAN1,-0.364132936179074,-0.546199404268611
CCDC186,-0.363992730159049,-0.545989095238574
OARD1,-0.363902326615112,-0.545853489922668
EEFSEC,-0.363707447687214,-0.545561171530821
FANCE,-0.363342976432005,-0.545014464648008
LRRC58,0.363096023388729,0.544644035083093
CUSTOS,-0.362929684899691,-0.544394527349537
PYCARD,0.362727972179124,0.544091958268686
H2AFX,0.362702383354779,0.544053575032168
ZNF2,-0.362516603638429,-0.543774905457644
TCEA3,-0.362475035993871,-0.543712553990807
FGF2,-0.362390395627072,-0.543585593440608
LZTS2,0.362345397970143,0.543518096955214
CEP68,-0.36224955804588,-0.54337433706882
SPDYE3,0.362203713668247,0.54330557050237
NELFA,-0.361856965615392,-0.542785448423088
COP1,0.361789338434617,0.542684007651925
KNOP1,0.361744725273172,0.542617087909758
FSD1L,0.361646258268808,0.542469387403212
NET1,-0.361583975358168,-0.542375963037252
ZFAT,0.360983288265036,0.541474932397554
POP4,0.360905848328523,0.541358772492785
CHMP1B,0.360818355689773,0.541227533534659
SIKE1,0.360579550109077,0.540869325163616
RNF41,0.360518409947513,0.54077761492127
AAGAB,-0.360449689183398,-0.540674533775097
MRPL37,0.360402213749411,0.540603320624117
POT1,-0.360125543435336,-0.540188315153004
NOL10,0.359984100185181,0.539976150277772
MSANTD3,0.359611020391607,0.53941653058741
MLH3,-0.359466539963898,-0.539199809945847
CCDC150,0.359291521904792,0.538937282857188
FANCM,-0.35924599195143,-0.538868987927145
NR2C2AP,-0.359199561372909,-0.538799342059364
ANKIB1,0.359118682928215,0.538678024392323
MED29,0.359015413579952,0.538523120369928
PRDM5,0.35880833253715,0.538212498805725
ANK1,-0.358602226861374,-0.537903340292061
TPM2,0.358591173155151,0.537886759732726
PRKACB,-0.358368176467924,-0.537552264701886
TMEM132A,0.358166695238832,0.537250042858248
UBR4,-0.358004833361212,-0.537007250041818
ALKBH5,-0.357733493573291,-0.536600240359936
ZNF644,-0.357606386452508,-0.536409579678762
TARDBP,0.357590315115617,0.536385472673426
FAM200A,-0.357460589399749,-0.536190884099623
RPS19,0.357354185565314,0.536031278347971
TRIM24,-0.357207214966063,-0.535810822449095
DSTYK,0.356993751763517,0.535490627645276
RNPS1,0.356971619967939,0.535457429951909
PGP,0.356916687391395,0.535375031087093
ZMYND11,-0.356890803848901,-0.535336205773352
CENPB,-0.356833715789671,-0.535250573684506
SFXN1,0.356763404009091,0.535145106013637
PPHLN1,0.356690804964292,0.535036207446438
TNPO1,-0.356349723384459,-0.534524585076689
FBF1,0.356106772214373,0.534160158321559
DUSP14,0.355958788979286,0.533938183468929
ARL8B,-0.355593697192808,-0.533390545789212
ATXN7L2,0.355528043773226,0.533292065659839
WSB1,0.355387686169839,0.533081529254758
PRMT7,0.355229910550247,0.53284486582537
TXLNA,0.354471414882323,0.531707122323484
C12orf4,0.354186164775466,0.531279247163199
RPP25,0.354180061103793,0.53127009165569
DDR2,0.353687614867519,0.530531422301278
DYNLL1,-0.353578365962892,-0.530367548944338
MKLN1,0.353566171528776,0.530349257293164
CCDC57,0.353511500970915,0.530267251456372
C17orf80,0.353411172859139,0.530116759288708
CTTNBP2NL,0.35330747730197,0.529961215952955
AZIN1,-0.352954171131933,-0.529431256697899
ING4,-0.352939254593771,-0.529408881890656
SRP68,0.352938726437251,0.529408089655876
DBR1,0.352903496364585,0.529355244546878
C11orf98,0.352895916824637,0.529343875236955
IL1RAPL1,-0.352855512567083,-0.529283268850624
DDOST,-0.352818910387886,-0.529228365581829
MTFR1L,0.352762728056256,0.529144092084384
ASB13,0.352710375981014,0.529065563971521
CELSR3,-0.352656412509284,-0.528984618763926
MTMR6,-0.352617668279666,-0.528926502419499
APC2,-0.352586130908034,-0.528879196362051
BRI3BP,0.352467484752507,0.528701227128761
TALDO1,-0.352377942222824,-0.528566913334236
HIST1H2AH,0.351753466930678,0.527630200396017
GRHL1,0.351702144700343,0.527553217050515
XRN2,-0.351180977910346,-0.526771466865519
PFDN1,0.351153360823258,0.526730041234887
RARS,0.350931041455634,0.526396562183451
ACAA1,-0.350556375764105,-0.525834563646157
PPP2R5C,-0.35052477477231,-0.525787162158465
PKN1,0.350408985823179,0.525613478734768
SMIM20,-0.350192984286904,-0.525289476430356
CLPTM1L,0.350156642729306,0.525234964093959
TUBG1,0.350137801139511,0.525206701709267
FKBPL,-0.349981344638971,-0.524972016958457
ZSWIM6,-0.349953977073911,-0.524930965610866
ZNF783,0.34953031907349,0.524295478610235
SLC25A35,0.349520894298703,0.524281341448054
PPP2CB,-0.349489701447993,-0.52423455217199
TMEM189,0.349477548905425,0.524216323358138
ZNF69,-0.349325511445563,-0.523988267168344
UBE2G2,0.349239636980682,0.523859455471023
DCTN5,-0.349027531467354,-0.523541297201031
POLDIP3,0.348981102085418,0.523471653128127
MAP3K20,-0.348687837803974,-0.523031756705961
PHLDA1,0.348659480267398,0.522989220401097
PTK7,0.348482766380607,0.522724149570911
INPP1,0.348222812073822,0.522334218110733
JUN,0.348081366853875,0.522122050280812
GPR63,0.347580404460166,0.521370606690249
NEPRO,0.347194311414742,0.520791467122113
THRAP3,0.346949923468087,0.52042488520213
BET1,-0.346921185025136,-0.520381777537704
KLHL36,-0.346741666721425,-0.520112500082137
NACC2,0.346582213469022,0.519873320203533
CEP41,-0.345711263960539,-0.518566895940809
ARMC1,0.345666853453091,0.518500280179637
ACTB,-0.345649562289362,-0.518474343434043
AKAP8L,0.345392825262233,0.518089237893349
ZNF436,-0.345306304048039,-0.517959456072059
WIPF2,-0.34528406269352,-0.51792609404028
MLX,0.34527895459427,0.517918431891405
ZNF114,0.345250121764294,0.517875182646441
SPRED2,0.345029786792883,0.517544680189324
ENTR1,0.344970074792616,0.517455112188924
ZNF83,-0.344762840803371,-0.517144261205057
ARHGDIA,-0.344250833232125,-0.516376249848188
C5AR2,0.344222234417841,0.516333351626762
SMPD4,0.34411620848336,0.51617431272504
CWF19L2,0.344104753753942,0.516157130630913
TERF1,0.343409561078225,0.515114341617337
POLE3,0.342704447171407,0.514056670757111
RREB1,0.34269856195285,0.514047842929275
TMEM192,-0.342595389458223,-0.513893084187334
PCNA,0.342474580810874,0.513711871216311
NSMAF,-0.342257434130081,-0.513386151195121
RPS15A,0.342228406510414,0.513342609765621
APEX2,-0.342032388185916,-0.513048582278874
TMEM106C,-0.341913108605567,-0.51286966290835
CBWD3,0.341790035420256,0.512685053130384
ZNHIT6,-0.341641694617514,-0.512462541926271
CHRAC1,0.341530324496138,0.512295486744207
SRSF9,0.341459620278748,0.512189430418122
ANKRD37,0.341332150537578,0.511998225806367
CAAP1,-0.341192064271318,-0.511788096406977
AP3S2,0.341135259303134,0.511702888954701
SLC16A1,0.341113452151684,0.511670178227526
PLLP,-0.340536404807625,-0.510804607211438
HESX1,-0.340249462932313,-0.51037419439847
PSMB5,-0.340238878981595,-0.510358318472393
MRPL2,0.340235071703428,0.510352607555142
C15orf41,-0.340132271664413,-0.510198407496619
VEGFB,-0.339780851163165,-0.509671276744747
MTPAP,0.339554990729533,0.509332486094299
ATM,-0.339261459048519,-0.508892188572779
MTHFD2,0.339130335804233,0.50869550370635
NUCKS1,0.338711962579516,0.508067943869274
ISG20,-0.338669199305471,-0.508003798958206
BST2,0.338488408485457,0.507732612728186
NUAK1,0.338464055131283,0.507696082696925
TIPARP,0.338421584609338,0.507632376914007
DDX51,0.338375422767996,0.507563134151994
MELTF,-0.33816171655858,-0.50724257483787
PRCC,-0.338003266321501,-0.507004899482252
THEM6,0.337893804532906,0.506840706799359
TRIB2,0.337878129892258,0.506817194838387
HSP90B1,0.337869012290561,0.506803518435841
KRT15,0.33761262684525,0.506418940267875
RAI14,-0.33759146143657,-0.506387192154855
JMJD8,-0.337560018136291,-0.506340027204436
ZNF839,-0.337439715731646,-0.506159573597469
DLD,0.337365067088829,0.506047600633243
CCDC86,0.337210755533501,0.505816133300252
C2CD3,-0.337118282079929,-0.505677423119893
ZNF485,0.337084975169136,0.505627462753704
WDR7,0.337035793644492,0.505553690466738
CA2,0.336744249766451,0.505116374649677
IPO9,0.336709016798147,0.505063525197221
TXNDC12,-0.336707776231541,-0.505061664347312
FAM126A,-0.336692815309956,-0.505039222964934
GPATCH11,0.336446893664856,0.504670340497284
INPP5B,-0.336341289128198,-0.504511933692297
PDHA1,-0.336314722505307,-0.50447208375796
CUL9,-0.336270661766676,-0.504405992650014
PFKM,-0.33626312591216,-0.50439468886824
NKRF,0.336168232820579,0.504252349230868
HACE1,0.335645452462914,0.503468178694371
CDC7,0.335527684984802,0.503291527477203
RNF180,0.335384428997037,0.503076643495556
FOXJ3,0.335346123407032,0.503019185110548
SLC39A3,0.335263817756771,0.502895726635156
DZANK1,-0.335218296245194,-0.502827444367791
PPP1R13L,-0.335053728057659,-0.502580592086489
ARAP1,-0.335034416012879,-0.502551624019318
ANKRD10,-0.334708753462065,-0.502063130193098
EIF4B,0.334649605166428,0.501974407749642
ZNF519,0.334531646323434,0.501797469485151
H2AFJ,-0.334409974925839,-0.501614962388758
FAM117B,0.334364467964107,0.501546701946161
TET1,0.334182903279807,0.501274354919711
HAUS4,-0.334166160846623,-0.501249241269935
HSPB11,-0.334089756517089,-0.501134634775633
APC,-0.334009827931447,-0.501014741897171
FGFR4,0.333940132996424,0.500910199494636
ERLIN2,-0.333784885116867,-0.5006773276753
PSMA1,0.333444157530848,0.500166236296272
PRRC2B,0.333375034910651,0.500062552365977
ZKSCAN3,0.333232287667061,0.499848431500591
CHRNA5,0.332982045916905,0.499473068875357
BABAM1,-0.332763645839219,-0.499145468758829
FAM161A,-0.332307225786256,-0.498460838679384
SHPRH,-0.332000887265042,-0.498001330897563
NT5C,0.33174442217309,0.497616633259635
COMMD2,0.33165312705999,0.497479690589985
MZT2B,-0.331536442869554,-0.497304664304331
LPAR1,-0.331509135426475,-0.497263703139712
TBC1D20,-0.331238671511297,-0.496858007266946
PLA2G12A,0.33097469921175,0.496462048817625
SAAL1,0.330948979651961,0.496423469477942
USP13,-0.330725134201392,-0.496087701302088
ACTR2,-0.33061726201248,-0.49592589301872
SHISA2,0.330598239233107,0.49589735884966
CEP350,0.330268073148499,0.495402109722748
RASEF,0.33010011571764,0.49515017357646
GTF2H5,-0.329532262664528,-0.494298393996792
MRPL16,-0.32933307194947,-0.493999607924205
ARHGAP31,-0.329322280963735,-0.493983421445602
TRIM39,-0.329241219559648,-0.493861829339472
DAAM1,0.329164199684879,0.493746299527318
MOCS3,-0.328895582457816,-0.493343373686724
CDX2,0.32869403325187,0.493041049877805
LRRC1,-0.328365306387534,-0.492547959581301
ATF3,0.328248254008915,0.492372381013372
DENND1B,-0.328076003694457,-0.492114005541685
GLUL,-0.328050478601529,-0.492075717902294
PTDSS1,0.327923207591752,0.491884811387628
ARNT,-0.327773112326594,-0.491659668489891
PLEKHG4,0.327754503784445,0.491631755676668
ZNF48,-0.32772326771981,-0.491584901579715
RASSF1,0.327706876988355,0.491560315482532
RDH10,-0.327607059471593,-0.49141058920739
BTBD3,0.327411583467772,0.491117375201658
BCLAF3,-0.327403954387127,-0.49110593158069
GLRB,-0.327153834136131,-0.490730751204197
GPR39,0.327129993210838,0.490694989816257
ATP5F1E,-0.327084896147439,-0.490627344221159
AURKAIP1,0.326831476506128,0.490247214759192
KLHDC1,-0.326817979284755,-0.490226968927132
SHISA4,0.326545368727124,0.489818053090686
FAM177A1,0.326504484195889,0.489756726293833
TMBIM6,0.326489820414706,0.489734730622059
STRAP,-0.326469401445812,-0.489704102168718
