genesymbol	geneset
CUBN	PDGF_UP.V1_DN
NPAS3	PGF_UP.V1_DN
NPAS3	KRAS.AMP.LUNG_UP.V1_UP
SPTSSA	SIRNA_EIF4GI_DN
NKX2-1	P53_DN.V1_UP
NKX2-1	CSR_LATE_UP.V1_UP
NKX2-1	P53_DN.V2_DN
NKX2-1	PKCA_DN.V1_DN
INSM2	CRX_NRL_DN.V1_DN
INSM2	CRX_DN.V1_DN
BAZ1A	VEGF_A_UP.V1_DN
PPP2R3C	GCNP_SHH_UP_EARLY.V1_DN
FAM177A1	STK33_UP
FAM177A1	STK33_SKM_UP
NKX2-8	IL21_UP.V1_UP
NKX2-8	RAPA_EARLY_UP.V1_UP
NKX2-8	RB_P130_DN.V1_UP
NKX2-8	EIF4E_UP
RALGAPA1	MEK_UP.V1_DN
RALGAPA1	CAMP_UP.V1_DN
RALGAPA1	ERBB2_UP.V1_DN
CFL2	STK33_SKM_UP
CFL2	STK33_UP
CFL2	STK33_NOMO_UP
MIPOL1	GCNP_SHH_UP_EARLY.V1_DN
SLC25A21	RPS14_DN.V1_DN
KCNJ3	KRAS.BREAST_UP.V1_DN
KCNJ3	PTEN_DN.V2_UP
KCNJ3	CYCLIN_D1_UP.V1_DN
TBR1	KRAS.LUNG.BREAST_UP.V1_DN
TBR1	CAHOY_NEURONAL
TBR1	KRAS.600.LUNG.BREAST_UP.V1_DN
TBR1	KRAS.AMP.LUNG_UP.V1_DN
SCN1A	ALK_DN.V1_UP
SLC4A10	P53_DN.V2_UP
SCN7A	KRAS.LUNG.BREAST_UP.V1_DN
SCN7A	KRAS.BREAST_UP.V1_DN
SCN7A	PDGF_ERK_DN.V1_UP
SCN7A	PDGF_UP.V1_UP
SCN7A	KRAS.600_UP.V1_DN
SCN7A	KRAS.600.LUNG.BREAST_UP.V1_DN
SCN7A	IL21_UP.V1_DN
TTC21B	NOTCH_DN.V1_UP
TTC21B	KRAS.PROSTATE_UP.V1_DN
CYTIP	HOXA9_DN.V1_UP
CYTIP	E2F1_UP.V1_DN
CYTIP	RELA_DN.V1_DN
CYTIP	KRAS.LUNG_UP.V1_UP
ITGB6	PDGF_ERK_DN.V1_DN
ITGB6	RAF_UP.V1_UP
ITGB6	BMI1_DN.V1_UP
ITGB6	ERBB2_UP.V1_UP
ITGB6	TGFB_UP.V1_UP
ITGB6	PKCA_DN.V1_DN
ITGB6	TBK1.DF_DN
ITGB6	BMI1_DN_MEL18_DN.V1_UP
ITGB6	EGFR_UP.V1_UP
ITGB6	PDGF_UP.V1_DN
ITGB6	CYCLIN_D1_UP.V1_DN
KCNH7	PTEN_DN.V1_UP
KCNH7	BRCA1_DN.V1_UP
KCNH7	CTIP_DN.V1_DN
GRB14	LEF1_UP.V1_DN
GRB14	PGF_UP.V1_UP
GRB14	STK33_SKM_DN
SCN2A	KRAS.600_UP.V1_UP
SCN2A	KRAS.300_UP.V1_UP
SCN2A	NRL_DN.V1_UP
SCN2A	KRAS.DF.V1_DN
SCN2A	KRAS.KIDNEY_UP.V1_UP
COBLL1	RPS14_DN.V1_DN
COBLL1	ATF2_S_UP.V1_DN
COBLL1	RAPA_EARLY_UP.V1_DN
PLA2R1	CRX_NRL_DN.V1_UP
PLA2R1	NRL_DN.V1_UP
PLA2R1	CRX_DN.V1_UP
MARCH7	PGF_UP.V1_UP
MARCH7	ERBB2_UP.V1_DN
FIGN	CAHOY_OLIGODENDROCUTIC
BAZ2B	MEK_UP.V1_DN
BAZ2B	PGF_UP.V1_UP
BAZ2B	EGFR_UP.V1_DN
BAZ2B	PRC2_EED_UP.V1_UP
GALNT5	EIF4E_DN
TANC1	WNT_UP.V1_DN
TANC1	STK33_SKM_DN
SCN3A	MTOR_UP.N4.V1_DN
SCN3A	RPS14_DN.V1_UP
SCN3A	IL2_UP.V1_DN
SCN3A	PRC2_EZH2_UP.V1_DN
SCN3A	IL15_UP.V1_DN
PKP4	RAF_UP.V1_DN
PKP4	E2F1_UP.V1_UP
PKP4	TBK1.DF_DN
C22orf46	KRAS.AMP.LUNG_UP.V1_DN
C22orf46	BCAT.100_UP.V1_DN
C22orf46	PRC1_BMI_UP.V1_UP
SCO2	PDGF_ERK_DN.V1_DN
SCO2	TBK1.DF_UP
SCO2	RAPA_EARLY_UP.V1_DN
CPT1B	ESC_J1_UP_EARLY.V1_UP
KCNJ4	GCNP_SHH_UP_EARLY.V1_UP
KCNJ4	ATM_DN.V1_UP
KCNJ4	PTEN_DN.V1_DN
KCNJ4	PRC1_BMI_UP.V1_DN
ST13	SIRNA_EIF4GI_UP
MRTFA	SNF5_DN.V1_UP
MRTFA	TGFB_UP.V1_UP
LGALS2	E2F1_UP.V1_DN
LGALS2	ESC_J1_UP_LATE.V1_UP
LGALS2	GCNP_SHH_UP_LATE.V1_DN
POLR3H	CAMP_UP.V1_UP
MICALL1	BMI1_DN_MEL18_DN.V1_UP
RRP7BP	DCA_UP.V1_UP
RRP7BP	IL15_UP.V1_UP
RRP7BP	IL2_UP.V1_UP
GTSE1	RB_P107_DN.V1_UP
GALR3	PTEN_DN.V1_UP
GALR3	IL2_UP.V1_DN
GALR3	PRC2_EZH2_UP.V1_DN
GALR3	DCA_UP.V1_DN
GALR3	IL15_UP.V1_DN
GALR3	RAPA_EARLY_UP.V1_DN
ADM2	ATF2_UP.V1_UP
ADM2	BMI1_DN_MEL18_DN.V1_UP
ADM2	E2F3_UP.V1_DN
ADM2	DCA_UP.V1_DN
ADM2	KRAS.PROSTATE_UP.V1_UP
CERK	RAF_UP.V1_UP
KIAA0930	ESC_V6.5_UP_LATE.V1_UP
KIAA0930	VEGF_A_UP.V1_UP
KIAA0930	CSR_LATE_UP.V1_DN
DNAL4	DCA_UP.V1_UP
SULT4A1	ESC_J1_UP_LATE.V1_DN
SULT4A1	ESC_V6.5_UP_LATE.V1_DN
SULT4A1	SRC_UP.V1_UP
APOBEC3B	ERBB2_UP.V1_UP
APOBEC3B	HOXA9_DN.V1_DN
APOBEC3B	EGFR_UP.V1_UP
TOB2	CYCLIN_D1_KE_.V1_DN
TOB2	CYCLIN_D1_UP.V1_DN
CYTH4	STK33_SKM_UP
CYTH4	KRAS.DF.V1_DN
TRIOBP	MTOR_UP.N4.V1_DN
CACNA1I	KRAS.300_UP.V1_DN
CACNA1I	KRAS.LUNG.BREAST_UP.V1_DN
CACNA1I	KRAS.600_UP.V1_DN
CACNA1I	KRAS.600.LUNG.BREAST_UP.V1_DN
SHISA8	E2F3_UP.V1_UP
MLC1	ALK_DN.V1_UP
MLC1	CYCLIN_D1_UP.V1_DN
TRMU	VEGF_A_UP.V1_DN
TRMU	IL15_UP.V1_UP
TRMU	PGF_UP.V1_UP
TRMU	IL21_UP.V1_UP
TRMU	IL2_UP.V1_UP
CBX7	PRC2_SUZ12_UP.V1_UP
CBX7	ATF2_S_UP.V1_DN
CBX7	MTOR_UP.N4.V1_DN
CBX7	PTEN_DN.V2_DN
CBX7	ESC_V6.5_UP_LATE.V1_DN
MFNG	NRL_DN.V1_DN
MFNG	CRX_NRL_DN.V1_DN
MCAT	JNK_DN.V1_DN
MCAT	TBK1.DF_UP
SHISAL1	PRC2_EZH2_UP.V1_UP
PNPLA3	NOTCH_DN.V1_UP
PNPLA3	PRC2_EED_UP.V1_DN
PNPLA3	PRC2_SUZ12_UP.V1_DN
PNPLA3	PRC1_BMI_UP.V1_DN
ALG12	PRC2_EED_UP.V1_DN
ALG12	IL2_UP.V1_DN
PARVB	LEF1_UP.V1_UP
PARVB	HOXA9_DN.V1_DN
NAGA	ESC_J1_UP_LATE.V1_UP
NAGA	ESC_J1_UP_EARLY.V1_UP
TTLL12	CYCLIN_D1_UP.V1_UP
TTLL12	CYCLIN_D1_KE_.V1_UP
CHKB	RAPA_EARLY_UP.V1_DN
DDX17	CSR_EARLY_UP.V1_DN
SERHL2	ERBB2_UP.V1_UP
SERHL2	LTE2_UP.V1_UP
SERHL2	KRAS.KIDNEY_UP.V1_DN
PARVG	NRL_DN.V1_DN
SLC16A8	KRAS.LUNG_UP.V1_UP
SLC16A8	PRC2_EZH2_UP.V1_UP
SERHL	ERBB2_UP.V1_UP
SERHL	RPS14_DN.V1_DN
SERHL	KRAS.PROSTATE_UP.V1_DN
SERHL	LTE2_UP.V1_UP
SH3BP1	KRAS.LUNG_UP.V1_DN
SH3BP1	PGF_UP.V1_DN
TTC38	ALK_DN.V1_DN
SEPT3	E2F3_UP.V1_UP
RANGAP1	JAK2_DN.V1_UP
RANGAP1	PRC2_EED_UP.V1_DN
SSTR3	KRAS.DF.V1_DN
PRR5	NFE2L2.V2
TMEM184B	TBK1.DF_UP
JOSD1	MYC_UP.V1_DN
JOSD1	PDGF_UP.V1_UP
JOSD1	DCA_UP.V1_DN
JOSD1	EIF4E_UP
EFCAB6	KRAS.600_UP.V1_UP
EFCAB6	KRAS.300_UP.V1_UP
EFCAB6	KRAS.AMP.LUNG_UP.V1_UP
SGSM3	AKT_UP.V1_UP
SGSM3	RB_P130_DN.V1_UP
PKDREJ	ESC_V6.5_UP_EARLY.V1_UP
PKDREJ	NOTCH_DN.V1_UP
TEF	WNT_UP.V1_UP
TEF	RELA_DN.V1_DN
TEF	PKCA_DN.V1_UP
PLA2G6	RB_DN.V1_UP
PLA2G6	WNT_UP.V1_UP
SHANK3	E2F3_UP.V1_UP
CSDC2	PRC2_EED_UP.V1_DN
CSDC2	CAHOY_OLIGODENDROCUTIC
CSDC2	MTOR_UP.V1_DN
CSDC2	KRAS.300_UP.V1_DN
CSDC2	KRAS.600_UP.V1_DN
CSDC2	AKT_UP.V1_DN
CSDC2	NRL_DN.V1_UP
GRAP2	PGF_UP.V1_DN
LMF2	CYCLIN_D1_KE_.V1_UP
CDPF1	AKT_UP.V1_DN
CDPF1	AKT_UP_MTOR_DN.V1_DN
TAB1	PDGF_ERK_DN.V1_UP
A4GALT	E2F1_UP.V1_DN
A4GALT	ESC_J1_UP_EARLY.V1_UP
A4GALT	AKT_UP_MTOR_DN.V1_UP
A4GALT	WNT_UP.V1_UP
MPPED1	PDGF_ERK_DN.V1_DN
MPPED1	RAPA_EARLY_UP.V1_UP
MPPED1	PRC1_BMI_UP.V1_DN
CARD10	CTIP_DN.V1_DN
CARD10	BRCA1_DN.V1_DN
CARD10	SNF5_DN.V1_DN
APOBEC3A	RPS14_DN.V1_DN
APOBEC3A	KRAS.LUNG_UP.V1_DN
CCDC134	MTOR_UP.V1_DN
CCDC134	KRAS.PROSTATE_UP.V1_DN
MCHR1	KRAS.600_UP.V1_DN
MCHR1	MYC_UP.V1_DN
TTLL1	KRAS.LUNG.BREAST_UP.V1_DN
TTLL1	NRL_DN.V1_DN
TTLL1	KRAS.300_UP.V1_DN
TTLL1	KRAS.600_UP.V1_DN
TTLL1	AKT_UP_MTOR_DN.V1_UP
TTLL1	KRAS.600.LUNG.BREAST_UP.V1_DN
APOBEC3C	CAMP_UP.V1_UP
APOBEC3C	STK33_NOMO_DN
CBY1	ESC_V6.5_UP_LATE.V1_DN
CBY1	AKT_UP_MTOR_DN.V1_DN
CYP2D6	P53_DN.V2_UP
CYP2D6	E2F1_UP.V1_DN
CYP2D6	PKCA_DN.V1_UP
GGA1	AKT_UP_MTOR_DN.V1_UP
TYMP	HOXA9_DN.V1_UP
TYMP	JNK_DN.V1_DN
TYMP	CAMP_UP.V1_UP
TYMP	JAK2_DN.V1_UP
TYMP	PKCA_DN.V1_UP
TYMP	AKT_UP_MTOR_DN.V1_DN
TYMP	ESC_J1_UP_EARLY.V1_UP
ARHGAP8	E2F1_UP.V1_UP
ARHGAP8	GCNP_SHH_UP_EARLY.V1_UP
ARHGAP8	NFE2L2.V2
FAM118A	RB_DN.V1_UP
NOL12	SRC_UP.V1_DN
NOL12	JAK2_DN.V1_DN
NOL12	ESC_J1_UP_EARLY.V1_DN
NOL12	ESC_V6.5_UP_LATE.V1_DN
NOL12	AKT_UP_MTOR_DN.V1_UP
ZC3H7B	VEGF_A_UP.V1_UP
CBX6	TBK1.DF_DN
PANX2	NFE2L2.V2
PPP6R2	PKCA_DN.V1_UP
PPP6R2	VEGF_A_UP.V1_UP
PDXP	RB_DN.V1_UP
PDXP	E2F3_UP.V1_UP
MKRN3	KRAS.BREAST_UP.V1_UP
MKRN3	KRAS.600_UP.V1_UP
MKRN3	KRAS.600.LUNG.BREAST_UP.V1_UP
MKRN3	KRAS.300_UP.V1_UP
MKRN3	KRAS.LUNG.BREAST_UP.V1_UP
SNRPN	JAK2_DN.V1_DN
SNRPN	IL15_UP.V1_DN
MAGEL2	CTIP_DN.V1_DN
NDN	PDGF_ERK_DN.V1_UP
NDN	PDGF_UP.V1_UP
NDN	P53_DN.V1_DN
NDN	KRAS.KIDNEY_UP.V1_UP
HERC2P3	JAK2_DN.V1_DN
UBE3A	CYCLIN_D1_KE_.V1_DN
NPAP1	ATM_DN.V1_UP
GREM2	CSR_LATE_UP.V1_UP
GREM2	CAHOY_NEURONAL
GREM2	RB_P130_DN.V1_UP
FMN2	SRC_UP.V1_UP
LGALS8	PGF_UP.V1_UP
CEP170	VEGF_A_UP.V1_DN
MAP1LC3C	PRC2_SUZ12_UP.V1_DN
ZP4	KRAS.BREAST_UP.V1_UP
ZP4	KRAS.600_UP.V1_UP
ZP4	KRAS.600.LUNG.BREAST_UP.V1_UP
ZP4	KRAS.300_UP.V1_UP
ZP4	ATF2_S_UP.V1_DN
ZP4	KRAS.LUNG.BREAST_UP.V1_UP
ZP4	PRC2_EED_UP.V1_UP
CHML	STK33_DN
CHML	ATF2_S_UP.V1_UP
CHML	E2F3_UP.V1_UP
CHML	STK33_SKM_DN
CHML	STK33_NOMO_DN
MTR	STK33_DN
MTR	TBK1.DF_DN
MTR	STK33_SKM_DN
MTR	STK33_NOMO_DN
KMO	STK33_SKM_UP
KMO	ERBB2_UP.V1_UP
KMO	RPS14_DN.V1_UP
KMO	LTE2_UP.V1_UP
KMO	RELA_DN.V1_UP
KMO	STK33_UP
KMO	STK33_NOMO_UP
GYG1	ESC_V6.5_UP_LATE.V1_UP
GYG1	ESC_J1_UP_LATE.V1_UP
AGTR1	PRC2_EZH2_UP.V1_DN
AGTR1	LTE2_UP.V1_DN
ZIC1	CYCLIN_D1_KE_.V1_UP
ZIC1	HOXA9_DN.V1_DN
PLSCR2	ATM_DN.V1_DN
PLSCR2	JAK2_DN.V1_UP
ZIC4	PRC2_SUZ12_UP.V1_DN
ZIC4	IL21_UP.V1_UP
ZIC4	PDGF_ERK_DN.V1_UP
PLSCR4	LEF1_UP.V1_DN
PLSCR4	PRC2_EED_UP.V1_UP
PLSCR4	E2F3_UP.V1_UP
PLSCR4	ATF2_UP.V1_DN
PLSCR4	ATF2_S_UP.V1_DN
PLSCR4	KRAS.KIDNEY_UP.V1_UP
CPA3	VEGF_A_UP.V1_DN
CPA3	CYCLIN_D1_KE_.V1_DN
CPA3	CYCLIN_D1_UP.V1_DN
CPA3	PGF_UP.V1_UP
CPA3	ATM_DN.V1_UP
PPM1F	CYCLIN_D1_KE_.V1_UP
GGTLC2	PTEN_DN.V1_UP
CCT8L2	KRAS.AMP.LUNG_UP.V1_UP
CCT8L2	DCA_UP.V1_UP
CCT8L2	PTEN_DN.V1_DN
CCT8L2	KRAS.LUNG_UP.V1_UP
CCT8L2	KRAS.600.LUNG.BREAST_UP.V1_UP
GNB1L	PRC2_EZH2_UP.V1_DN
GNB1L	RB_DN.V1_UP
GNB1L	PRC1_BMI_UP.V1_DN
SMARCB1	SNF5_DN.V1_DN
IGLV6-57	JNK_DN.V1_UP
HDHD5	WNT_UP.V1_DN
DGCR6L	KRAS.600.LUNG.BREAST_UP.V1_DN
CLTCL1	P53_DN.V1_UP
CLTCL1	STK33_DN
CLTCL1	STK33_SKM_DN
CLTCL1	PTEN_DN.V1_UP
CLTCL1	P53_DN.V2_DN
POM121L1P	RAPA_EARLY_UP.V1_UP
IGLV2-14	KRAS.600_UP.V1_DN
IGLV2-14	KRAS.PROSTATE_UP.V1_DN
IGLV2-14	TGFB_UP.V1_UP
IGLV2-14	DCA_UP.V1_UP
IGLV2-14	IL15_UP.V1_DN
IGLV2-14	IL21_UP.V1_DN
DRICH1	KRAS.AMP.LUNG_UP.V1_UP
UFD1	GCNP_SHH_UP_LATE.V1_UP
MICAL3	LTE2_UP.V1_UP
TUBA8	KRAS.AMP.LUNG_UP.V1_UP
TUBA8	JAK2_DN.V1_UP
TUBA8	KRAS.PROSTATE_UP.V1_UP
HIC2	PDGF_ERK_DN.V1_DN
HIC2	AKT_UP.V1_UP
HIC2	PRC1_BMI_UP.V1_UP
HIC2	NRL_DN.V1_UP
HIC2	PRC2_EED_UP.V1_UP
HIC2	AKT_UP_MTOR_DN.V1_UP
IGLL1	PRC2_SUZ12_UP.V1_DN
IGLL1	STK33_NOMO_DN
IGLL1	CSR_EARLY_UP.V1_DN
IGLL1	ALK_DN.V1_UP
IGLL1	MTOR_UP.V1_UP
RTN4R	E2F3_UP.V1_UP
GUSBP11	PTEN_DN.V2_DN
GUSBP11	PRC1_BMI_UP.V1_DN
PRAME	P53_DN.V1_DN
TRMT2A	PRC2_EED_UP.V1_DN
TRMT2A	KRAS.AMP.LUNG_UP.V1_DN
CABIN1	DCA_UP.V1_UP
ZNF280B	JNK_DN.V1_UP
GSC2	P53_DN.V2_UP
GSC2	PRC2_EED_UP.V1_UP
ADA2	RPS14_DN.V1_UP
ADA2	HOXA9_DN.V1_UP
ADA2	KRAS.600.LUNG.BREAST_UP.V1_UP
ADA2	KRAS.LUNG_UP.V1_UP
ADA2	ATF2_UP.V1_DN
ZNF74	TGFB_UP.V1_DN
ZNF74	RPS14_DN.V1_DN
ZNF74	NOTCH_DN.V1_DN
TOP3B	PRC2_EED_UP.V1_DN
TOP3B	PGF_UP.V1_DN
TOP3B	ATF2_UP.V1_DN
GGT5	CYCLIN_D1_UP.V1_UP
GGT5	PRC2_SUZ12_UP.V1_UP
GGT5	CYCLIN_D1_KE_.V1_UP
RTL10	STK33_DN
RTL10	PRC2_EED_UP.V1_DN
RTL10	STK33_NOMO_DN
VPREB3	E2F1_UP.V1_UP
VPREB3	ATF2_S_UP.V1_UP
VPREB3	NOTCH_DN.V1_DN
IGLC2	NOTCH_DN.V1_DN
LRP5L	DCA_UP.V1_DN
LRP5L	PRC2_SUZ12_UP.V1_DN
LRP5L	IL21_UP.V1_DN
SLC7A4	KRAS.PROSTATE_UP.V1_UP
SERPIND1	RELA_DN.V1_DN
SERPIND1	MTOR_UP.V1_DN
SERPIND1	CTIP_DN.V1_UP
TBX1	PTEN_DN.V1_DN
GP1BB	P53_DN.V1_UP
GP1BB	KRAS.BREAST_UP.V1_DN
GP1BB	KRAS.600.LUNG.BREAST_UP.V1_DN
PPIL2	ATM_DN.V1_DN
PPIL2	SNF5_DN.V1_UP
PPIL2	P53_DN.V2_DN
GNAZ	RPS14_DN.V1_UP
GNAZ	JNK_DN.V1_UP
GNAZ	CYCLIN_D1_KE_.V1_DN
GNAZ	KRAS.AMP.LUNG_UP.V1_DN
GNAZ	CYCLIN_D1_UP.V1_DN
ADORA2A	MTOR_UP.N4.V1_DN
ADORA2A	VEGF_A_UP.V1_UP
ARVCF	PTEN_DN.V2_UP
RSPH14	PTEN_DN.V1_DN
YDJC	STK33_SKM_DN
SLC2A11	MTOR_UP.N4.V1_DN
SCARF2	SRC_UP.V1_UP
LANCL2	KRAS.DF.V1_DN
LANCL2	WNT_UP.V1_UP
LANCL2	AKT_UP_MTOR_DN.V1_DN
NIPSNAP2	LTE2_UP.V1_UP
VOPP1	TBK1.DF_UP
VOPP1	RB_P130_DN.V1_DN
VOPP1	JAK2_DN.V1_UP
PSPHP1	PGF_UP.V1_UP
CETP	KRAS.KIDNEY_UP.V1_DN
CETP	CYCLIN_D1_UP.V1_UP
MT1F	CSR_LATE_UP.V1_UP
MT1F	MEL18_DN.V1_UP
MT1F	BMI1_DN_MEL18_DN.V1_UP
MT1F	CYCLIN_D1_UP.V1_DN
BBS2	MTOR_UP.V1_DN
MT1L	CSR_LATE_UP.V1_UP
MT1B	CSR_LATE_UP.V1_UP
MT1H	CSR_LATE_UP.V1_UP
MT1H	ALK_DN.V1_UP
PLLP	LEF1_UP.V1_DN
PLLP	CAHOY_OLIGODENDROCUTIC
PLLP	KRAS.PROSTATE_UP.V1_UP
MT1G	P53_DN.V2_UP
MT1G	CSR_LATE_UP.V1_UP
MT1G	HOXA9_DN.V1_DN
CPNE2	MYC_UP.V1_DN
MT1M	PTEN_DN.V2_DN
MT1X	VEGF_A_UP.V1_DN
MT1X	CSR_LATE_UP.V1_UP
MT4	GCNP_SHH_UP_EARLY.V1_UP
MT4	PRC2_SUZ12_UP.V1_UP
MT4	PKCA_DN.V1_DN
MT4	PRC2_EZH2_UP.V1_UP
SYDE2	STK33_DN
SYDE2	STK33_SKM_DN
SYDE2	STK33_NOMO_DN
PKN2	PDGF_ERK_DN.V1_UP
EPHX4	E2F3_UP.V1_UP
C1orf52	CSR_LATE_UP.V1_DN
ZNF326	NFE2L2.V2
SPATA1	IL2_UP.V1_DN
SPATA1	IL15_UP.V1_DN
GBP3	MYC_UP.V1_DN
GBP3	STK33_SKM_UP
GBP3	GCNP_SHH_UP_EARLY.V1_DN
GBP3	STK33_UP
GBP3	STK33_NOMO_UP
CLCA4	KRAS.LUNG_UP.V1_DN
CLCA4	MYC_UP.V1_DN
CLCA4	SRC_UP.V1_DN
CLCA1	PRC1_BMI_UP.V1_UP
CLCA1	SNF5_DN.V1_DN
CLCA1	ALK_DN.V1_DN
CLCA1	IL2_UP.V1_DN
CLCA1	PRC2_EED_UP.V1_UP
CLCA3P	BRCA1_DN.V1_DN
CLCA3P	NRL_DN.V1_DN
CLCA3P	MTOR_UP.V1_DN
ZNF644	GCNP_SHH_UP_LATE.V1_UP
SH3GLB1	P53_DN.V1_UP
FNBP1L	STK33_SKM_UP
FNBP1L	PTEN_DN.V1_UP
FNBP1L	TBK1.DF_DN
FNBP1L	TGFB_UP.V1_UP
FNBP1L	STK33_UP
KYAT3	PDGF_UP.V1_DN
GBP1	SNF5_DN.V1_UP
GBP1	KRAS.600.LUNG.BREAST_UP.V1_DN
GBP1	PKCA_DN.V1_DN
GBP1	ESC_J1_UP_EARLY.V1_DN
GBP1	KRAS.300_UP.V1_DN
GBP1	KRAS.600_UP.V1_DN
GBP1	EGFR_UP.V1_UP
LRRC8B	PRC1_BMI_UP.V1_UP
LPAR3	ATM_DN.V1_DN
LPAR3	ESC_J1_UP_LATE.V1_UP
LPAR3	STK33_DN
LPAR3	PRC1_BMI_UP.V1_UP
LPAR3	DCA_UP.V1_UP
LPAR3	PKCA_DN.V1_UP
LPAR3	RB_P107_DN.V1_DN
LPAR3	STK33_SKM_DN
LPAR3	CSR_LATE_UP.V1_DN
LMO4	TBK1.DF_DN
LMO4	LTE2_UP.V1_UP
TMED5	PDGF_ERK_DN.V1_DN
TMED5	PGF_UP.V1_UP
TMED5	TBK1.DF_UP
TMED5	ERBB2_UP.V1_DN
ZNHIT6	YAP1_UP
ZNHIT6	TBK1.DF_DN
CTBS	NRL_DN.V1_DN
CTBS	CRX_NRL_DN.V1_DN
DIPK1A	TBK1.DF_UP
DIPK1A	NFE2L2.V2
DIPK1A	PRC2_EZH2_UP.V1_UP
SSX2IP	E2F1_UP.V1_UP
SSX2IP	GCNP_SHH_UP_LATE.V1_UP
SSX2IP	ESC_V6.5_UP_EARLY.V1_UP
KANSL3	BMI1_DN_MEL18_DN.V1_DN
KANSL3	CAMP_UP.V1_UP
KANSL3	BMI1_DN.V1_DN
KANSL3	MEL18_DN.V1_DN
KANSL3	BRCA1_DN.V1_DN
FAHD2A	CAMP_UP.V1_UP
FAHD2A	STK33_DN
FAHD2A	STK33_NOMO_DN
LIPT1	TBK1.DF_UP
MGAT4A	STK33_DN
MGAT4A	ERBB2_UP.V1_UP
MGAT4A	KRAS.600_UP.V1_UP
MGAT4A	MTOR_UP.N4.V1_UP
MGAT4A	LTE2_UP.V1_UP
MGAT4A	EGFR_UP.V1_UP
MGAT4A	STK33_NOMO_DN
VWA3B	MYC_UP.V1_UP
VWA3B	SRC_UP.V1_UP
ANKRD36B	MTOR_UP.N4.V1_DN
ANKRD36B	KRAS.DF.V1_UP
ANKRD36B	JAK2_DN.V1_DN
CNNM4	TBK1.DF_UP
CNNM4	IL21_UP.V1_UP
CNNM4	DCA_UP.V1_DN
CNNM4	IL15_UP.V1_UP
TMEM127	PTEN_DN.V2_UP
TSGA10	KRAS.AMP.LUNG_UP.V1_DN
TRIM43B	ESC_V6.5_UP_LATE.V1_UP
TRIM43B	ESC_V6.5_UP_EARLY.V1_UP
COA5	RB_P107_DN.V1_DN
KIAA1211L	JNK_DN.V1_UP
TXNDC9	SIRNA_EIF4GI_DN
TXNDC9	RB_P130_DN.V1_DN
MRPL30	EIF4E_UP
NPAS2	PRC2_EZH2_UP.V1_UP
GPAT2	STK33_DN
GPAT2	STK33_NOMO_DN
TBC1D8	MEK_UP.V1_UP
TBC1D8	STK33_SKM_UP
TBC1D8	ERBB2_UP.V1_UP
TBC1D8	KRAS.DF.V1_UP
TBC1D8	RAF_UP.V1_UP
TBC1D8	LTE2_UP.V1_UP
TBC1D8	EGFR_UP.V1_UP
CHST10	LEF1_UP.V1_UP
CHST10	PTEN_DN.V1_DN
MAP4K4	CAMP_UP.V1_DN
MAP4K4	HOXA9_DN.V1_UP
MAP4K4	GCNP_SHH_UP_EARLY.V1_DN
UNC50	PDGF_ERK_DN.V1_DN
AFF3	STK33_DN
AFF3	STK33_SKM_DN
AFF3	JAK2_DN.V1_UP
AFF3	PRC2_EED_UP.V1_DN
AFF3	PRC2_EZH2_UP.V1_DN
AFF3	STK33_NOMO_DN
LONRF2	YAP1_DN
ACTR1B	RAPA_EARLY_UP.V1_DN
RNF149	NRL_DN.V1_DN
RNF149	CRX_NRL_DN.V1_DN
RNF149	STK33_UP
RNF149	STK33_NOMO_UP
PDCL3	CSR_LATE_UP.V1_UP
IFT74	GLI1_UP.V1_UP
IFT74	HOXA9_DN.V1_UP
IFT74	TGFB_UP.V1_DN
IFNA16	KRAS.LUNG.BREAST_UP.V1_DN
IFNA16	KRAS.600_UP.V1_DN
IFNA16	KRAS.600.LUNG.BREAST_UP.V1_DN
IFNA16	KRAS.BREAST_UP.V1_DN
IFNA4	PTEN_DN.V1_UP
DMRTA1	CAHOY_OLIGODENDROCUTIC
IFNW1	IL2_UP.V1_UP
IFNA14	BRCA1_DN.V1_UP
TOPORS	PGF_UP.V1_UP
IFNA8	KRAS.LUNG_UP.V1_UP
IFNA8	KRAS.600_UP.V1_UP
IFNA8	KRAS.600.LUNG.BREAST_UP.V1_UP
IFNA8	KRAS.LUNG.BREAST_UP.V1_UP
TEK	ATM_DN.V1_DN
TEK	IL2_UP.V1_DN
TEK	MEL18_DN.V1_UP
TEK	BMI1_DN.V1_UP
TEK	TGFB_UP.V1_DN
TEK	RB_P107_DN.V1_UP
TEK	BMI1_DN_MEL18_DN.V1_UP
TEK	JNK_DN.V1_UP
TEK	CTIP_DN.V1_UP
PLAA	HOXA9_DN.V1_UP
PLAA	DCA_UP.V1_UP
PLAA	JNK_DN.V1_UP
APTX	RB_P107_DN.V1_DN
MLLT3	LEF1_UP.V1_DN
IFNA21	ATM_DN.V1_DN
IFNA21	PTEN_DN.V1_DN
IFNA21	ATF2_S_UP.V1_UP
IFNA17	KRAS.300_UP.V1_DN
IFNA17	KRAS.600_UP.V1_DN
IFNA17	KRAS.DF.V1_DN
IFNA17	KRAS.KIDNEY_UP.V1_DN
IFNA17	PTEN_DN.V1_UP
KLHL9	BCAT_GDS748_DN
IFNA6	GCNP_SHH_UP_LATE.V1_UP
IFNA6	PTEN_DN.V1_UP
